Product_name_link,Product_price_link
https://www.reliancedigital.in/itel-a23-pro-8-gb-1-gb-ram-lake-blue-mobile-phone/p/491996691,https://www.reliancedigital.in/itel-a23-pro-8-gb-1-gb-ram-lake-blue-mobile-phone/p/491996691
https://www.reliancedigital.in/itel-a23-pro-8-gb-1-gb-ram-sapphire-blue-mobile-phone/p/491996692,https://www.reliancedigital.in/itel-a23-pro-8-gb-1-gb-ram-sapphire-blue-mobile-phone/p/491996692
https://www.reliancedigital.in/jiophone-next-32-gb-2-gb-ram-blue-smartphone-ls1542qwn/p/581107339,https://www.reliancedigital.in/jiophone-next-32-gb-2-gb-ram-blue-smartphone-ls1542qwn/p/581107339
https://www.reliancedigital.in/tcl-l7-32-gb-2-gb-ram-black-smartphone/p/491947109,https://www.reliancedigital.in/tcl-l7-32-gb-2-gb-ram-black-smartphone/p/491947109
https://www.reliancedigital.in/itel-a27-32-gb-2-gb-ram-silver-purple-mobile-phone/p/493666162,https://www.reliancedigital.in/itel-a27-32-gb-2-gb-ram-silver-purple-mobile-phone/p/493666162
https://www.reliancedigital.in/itel-a27-32-gb-2-gb-ram-deep-grey-mobile-phone/p/493666161,https://www.reliancedigital.in/itel-a27-32-gb-2-gb-ram-deep-grey-mobile-phone/p/493666161
https://www.reliancedigital.in/samsung-galaxy-m01-core-16-gb-1-gb-red-mobile-phone/p/491894464,https://www.reliancedigital.in/samsung-galaxy-m01-core-16-gb-1-gb-red-mobile-phone/p/491894464
https://www.reliancedigital.in/nokia-c01-plus-16-gb-2-gb-ram-grey-mobile-phone-jioexclusive-offer-available-/p/491997693,https://www.reliancedigital.in/nokia-c01-plus-16-gb-2-gb-ram-grey-mobile-phone-jioexclusive-offer-available-/p/491997693
https://www.reliancedigital.in/redmi-a1-32-gb-2-gb-ram-light-blue-mobile-phone/p/493178807,https://www.reliancedigital.in/redmi-a1-32-gb-2-gb-ram-light-blue-mobile-phone/p/493178807
https://www.reliancedigital.in/redmi-a1-32-gb-2-gb-ram-black-mobile-phone/p/493178806,https://www.reliancedigital.in/redmi-a1-32-gb-2-gb-ram-black-mobile-phone/p/493178806
https://www.reliancedigital.in/redmi-a1-32-gb-2-gb-ram-light-green-mobile-phone/p/493178808,https://www.reliancedigital.in/redmi-a1-32-gb-2-gb-ram-light-green-mobile-phone/p/493178808
https://www.reliancedigital.in/nokia-c01-plus-32-gb-2-gb-ram-blue-mobile-phone/p/492849630,https://www.reliancedigital.in/nokia-c01-plus-32-gb-2-gb-ram-blue-mobile-phone/p/492849630
https://www.reliancedigital.in/redmi-a1-plus-32-gb-2-gb-ram-light-blue-mobile-phone/p/493178814,https://www.reliancedigital.in/redmi-a1-plus-32-gb-2-gb-ram-light-blue-mobile-phone/p/493178814
https://www.reliancedigital.in/redmi-a1-plus-32-gb-2-gb-ram-black-mobile-phone/p/493178813,https://www.reliancedigital.in/redmi-a1-plus-32-gb-2-gb-ram-black-mobile-phone/p/493178813
https://www.reliancedigital.in/redmi-a1-plus-32-gb-2-gb-ram-light-green-mobile-phone/p/493178815,https://www.reliancedigital.in/redmi-a1-plus-32-gb-2-gb-ram-light-green-mobile-phone/p/493178815
https://www.reliancedigital.in/itel-a48-32-gb-2-gb-ram-gradation-green-mobile-phone-jioexclusive-offer-available-/p/491947186,https://www.reliancedigital.in/itel-a48-32-gb-2-gb-ram-gradation-green-mobile-phone-jioexclusive-offer-available-/p/491947186
https://www.reliancedigital.in/itel-a48-32-gb-2-gb-ram-gradation-purple-mobile-phone-jioexclusive-offer-available-/p/491947187,https://www.reliancedigital.in/itel-a48-32-gb-2-gb-ram-gradation-purple-mobile-phone-jioexclusive-offer-available-/p/491947187
https://www.reliancedigital.in/tecno-pop-5-lte-32-gb-ram-2-gb-ram-turquoise-cyan-mobile-phone/p/492850001,https://www.reliancedigital.in/tecno-pop-5-lte-32-gb-ram-2-gb-ram-turquoise-cyan-mobile-phone/p/492850001
https://www.reliancedigital.in/redmi-9a-sport-32-gb-3-gb-ram-coral-green-mobile-phone/p/491998274,https://www.reliancedigital.in/redmi-9a-sport-32-gb-3-gb-ram-coral-green-mobile-phone/p/491998274
https://www.reliancedigital.in/samsung-galaxy-a03-core-32-gb-2-gb-ram-blue-mobile-phone/p/492574204,https://www.reliancedigital.in/samsung-galaxy-a03-core-32-gb-2-gb-ram-blue-mobile-phone/p/492574204
https://www.reliancedigital.in/samsung-galaxy-a03-core-32-gb-2-gb-ram-black-mobile-phone/p/492574205,https://www.reliancedigital.in/samsung-galaxy-a03-core-32-gb-2-gb-ram-black-mobile-phone/p/492574205
https://www.reliancedigital.in/nokia-c12-pro-64-gb-2-gb-ram-charcoal-mobile-phone/p/493665898,https://www.reliancedigital.in/nokia-c12-pro-64-gb-2-gb-ram-charcoal-mobile-phone/p/493665898
https://www.reliancedigital.in/realme-c30-32-gb-2-gb-ram-denim-black-mobile-phone/p/492850879,https://www.reliancedigital.in/realme-c30-32-gb-2-gb-ram-denim-black-mobile-phone/p/492850879
https://www.reliancedigital.in/nokia-c12-pro-64-gb-2-gb-ram-light-mint-mobile-phone/p/493665900,https://www.reliancedigital.in/nokia-c12-pro-64-gb-2-gb-ram-light-mint-mobile-phone/p/493665900
https://www.reliancedigital.in/nokia-c12-pro-64-gb-2-gb-ram-dark-cyan-mobile-phone/p/493665899,https://www.reliancedigital.in/nokia-c12-pro-64-gb-2-gb-ram-dark-cyan-mobile-phone/p/493665899
https://www.reliancedigital.in/redmi-9a-32-gb-3-gb-ram-midnight-black-mobile-phone/p/491901050,https://www.reliancedigital.in/redmi-9a-32-gb-3-gb-ram-midnight-black-mobile-phone/p/491901050
https://www.reliancedigital.in/redmi-9a-32-gb-3-gb-ram-sea-blue-smartphone/p/491901054,https://www.reliancedigital.in/redmi-9a-32-gb-3-gb-ram-sea-blue-smartphone/p/491901054
https://www.reliancedigital.in/itel-vision-3-64-gb-3-gb-ram-multi-green-mobile-phone/p/492849918,https://www.reliancedigital.in/itel-vision-3-64-gb-3-gb-ram-multi-green-mobile-phone/p/492849918
https://www.reliancedigital.in/itel-vision-3-64-gb-3-gb-ram-deep-ocean-black-mobile-phone/p/492849920,https://www.reliancedigital.in/itel-vision-3-64-gb-3-gb-ram-deep-ocean-black-mobile-phone/p/492849920
https://www.reliancedigital.in/itel-vision-2s-32-gb-2-gb-ram-gradation-blue-mobile-phone/p/491997911,https://www.reliancedigital.in/itel-vision-2s-32-gb-2-gb-ram-gradation-blue-mobile-phone/p/491997911
https://www.reliancedigital.in/itel-vision-2s-32-gb-2-gb-ram-deep-blue-mobile-phone/p/491997913,https://www.reliancedigital.in/itel-vision-2s-32-gb-2-gb-ram-deep-blue-mobile-phone/p/491997913
https://www.reliancedigital.in/itel-vision-2s-32-gb-2-gb-ram-gradation-purple-mobile-phone/p/491997912,https://www.reliancedigital.in/itel-vision-2s-32-gb-2-gb-ram-gradation-purple-mobile-phone/p/491997912
https://www.reliancedigital.in/nokia-c20-plus-32-gb-2-gb-ram-ocean-blue-mobile-phone-jioexclusive-offer-available-/p/491997487,https://www.reliancedigital.in/nokia-c20-plus-32-gb-2-gb-ram-ocean-blue-mobile-phone-jioexclusive-offer-available-/p/491997487
https://www.reliancedigital.in/redmi-9a-sport-32-gb-2-gb-ram-metallic-blue-mobile-phone-jio-exclusive-/p/492850838,https://www.reliancedigital.in/redmi-9a-sport-32-gb-2-gb-ram-metallic-blue-mobile-phone-jio-exclusive-/p/492850838
https://www.reliancedigital.in/redmi-9a-sport-32-gb-2-gb-ram-coral-green-mobile-phone-jio-exclusive-/p/492850839,https://www.reliancedigital.in/redmi-9a-sport-32-gb-2-gb-ram-coral-green-mobile-phone-jio-exclusive-/p/492850839
https://www.reliancedigital.in/redmi-10a-32-gb-3-gb-ram-sea-blue-mobile-phone/p/492850146,https://www.reliancedigital.in/redmi-10a-32-gb-3-gb-ram-sea-blue-mobile-phone/p/492850146
https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-polar-black-mobile-phone/p/492850791,https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-polar-black-mobile-phone/p/492850791
https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-heart-of-ocean-mobile-phone/p/492850792,https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-heart-of-ocean-mobile-phone/p/492850792
https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-light-sea-green-mobile-phone/p/492850793,https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-light-sea-green-mobile-phone/p/492850793
https://www.reliancedigital.in/redmi-10a-32-gb-3-gb-ram-charcoal-black-mobile-phone/p/492850145,https://www.reliancedigital.in/redmi-10a-32-gb-3-gb-ram-charcoal-black-mobile-phone/p/492850145
https://www.reliancedigital.in/redmi-10a-32-gb-3-gb-ram-slate-grey-mobile-phone/p/492850147,https://www.reliancedigital.in/redmi-10a-32-gb-3-gb-ram-slate-grey-mobile-phone/p/492850147
https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-starry-purple-mobile-phone/p/492850794,https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-starry-purple-mobile-phone/p/492850794
https://www.reliancedigital.in/realme-c30-32-gb-3-gb-ram-denim-black-mobile-phone/p/492850880,https://www.reliancedigital.in/realme-c30-32-gb-3-gb-ram-denim-black-mobile-phone/p/492850880
https://www.reliancedigital.in/redmi-a1-plus-32-gb-3-gb-ram-black-mobile-phone/p/493178816,https://www.reliancedigital.in/redmi-a1-plus-32-gb-3-gb-ram-black-mobile-phone/p/493178816
https://www.reliancedigital.in/redmi-9a-sport-32-gb-2-gb-ram-carbon-black-mobile-phone-jio-exclusive-/p/492850837,https://www.reliancedigital.in/redmi-9a-sport-32-gb-2-gb-ram-carbon-black-mobile-phone-jio-exclusive-/p/492850837
https://www.reliancedigital.in/realme-c30s-32-gb-2-gb-ram-stripe-blue-mobile-phone/p/493178281,https://www.reliancedigital.in/realme-c30s-32-gb-2-gb-ram-stripe-blue-mobile-phone/p/493178281
https://www.reliancedigital.in/realme-c30s-32-gb-2-gb-ram-stripe-black-mobile-phone/p/493178282,https://www.reliancedigital.in/realme-c30s-32-gb-2-gb-ram-stripe-black-mobile-phone/p/493178282
https://www.reliancedigital.in/redmi-a1-plus-32-gb-3-gb-ram-light-blue-mobile-phone/p/493178817,https://www.reliancedigital.in/redmi-a1-plus-32-gb-3-gb-ram-light-blue-mobile-phone/p/493178817
https://www.reliancedigital.in/redmi-a1-plus-32-gb-3-gb-ram-light-green-mobile-phone/p/493178818,https://www.reliancedigital.in/redmi-a1-plus-32-gb-3-gb-ram-light-green-mobile-phone/p/493178818
https://www.reliancedigital.in/nokia-c12-pro-64-gb-3-gb-ram-dark-cyan-mobile-phone/p/493665902,https://www.reliancedigital.in/nokia-c12-pro-64-gb-3-gb-ram-dark-cyan-mobile-phone/p/493665902
https://www.reliancedigital.in/nokia-c12-pro-64-gb-3-gb-ram-charcoal-mobile-phone/p/493665901,https://www.reliancedigital.in/nokia-c12-pro-64-gb-3-gb-ram-charcoal-mobile-phone/p/493665901
https://www.reliancedigital.in/nokia-c12-pro-64-gb-3-gb-ram-light-mint-mobile-phone/p/493665903,https://www.reliancedigital.in/nokia-c12-pro-64-gb-3-gb-ram-light-mint-mobile-phone/p/493665903
https://www.reliancedigital.in/redmi-9a-sport-32-gb-3-gb-ram-carbon-black-mobile-phone/p/491998272,https://www.reliancedigital.in/redmi-9a-sport-32-gb-3-gb-ram-carbon-black-mobile-phone/p/491998272
https://www.reliancedigital.in/redmi-9a-sport-32-gb-3-gb-ram-metallic-blue-mobile-phone/p/491998273,https://www.reliancedigital.in/redmi-9a-sport-32-gb-3-gb-ram-metallic-blue-mobile-phone/p/491998273
https://www.reliancedigital.in/realme-c30-32gb-3gb-ram-bamboo-green-mobile-phone/p/492850750,https://www.reliancedigital.in/realme-c30-32gb-3gb-ram-bamboo-green-mobile-phone/p/492850750
https://www.reliancedigital.in/realme-c30-32gb-3gb-ram-lake-blue-mobile-phone/p/492850751,https://www.reliancedigital.in/realme-c30-32gb-3gb-ram-lake-blue-mobile-phone/p/492850751
https://www.reliancedigital.in/realme-narzo-50i-prime-32-gb-3-gb-ram-mint-green-mobile-phone/p/493178060,https://www.reliancedigital.in/realme-narzo-50i-prime-32-gb-3-gb-ram-mint-green-mobile-phone/p/493178060
https://www.reliancedigital.in/realme-narzo-50i-prime-32-gb-3-gb-ram-dark-blue-mobile-phone/p/493178057,https://www.reliancedigital.in/realme-narzo-50i-prime-32-gb-3-gb-ram-dark-blue-mobile-phone/p/493178057
https://www.reliancedigital.in/vivo-y1s-32-gb-2-gb-ram-aurora-blue-mobile-phone-jioexclusive-offer-available-/p/491901093,https://www.reliancedigital.in/vivo-y1s-32-gb-2-gb-ram-aurora-blue-mobile-phone-jioexclusive-offer-available-/p/491901093
https://www.reliancedigital.in/vivo-y1s-32-gb-2-gb-ram-olive-black-mobile-phone-jioexclusive-offer-available-/p/491901092,https://www.reliancedigital.in/vivo-y1s-32-gb-2-gb-ram-olive-black-mobile-phone-jioexclusive-offer-available-/p/491901092
https://www.reliancedigital.in/nokia-c20-plus-32-gb-3-gb-ram-ocean-blue-mobile-phone-jioexclusive-offer-available-/p/491997488,https://www.reliancedigital.in/nokia-c20-plus-32-gb-3-gb-ram-ocean-blue-mobile-phone-jioexclusive-offer-available-/p/491997488
